Laptop,Brand,Price,Profession,Normalized
"ASUS ExpertBook B6 Flip B6602FC2-MH0248X Intel Core i7-12850HX/16GB/512GB SSD/RTX A2000/16"" Táctil",Asus,2499.0,"Homemaker, Lawyer",0.3306678830751343
"ASUS ExpertBook B7 Flip B7402FBA-L90012X Intel Core i7-1260P/16GB/512GB SSD/14"" Táctil",Asus,2409.49,"Engineer, Marketing",0.3177876714891314
"ASUS ExpertBook B7 Flip B7402FBA-L90593X Intel Core i5-1240P/16GB/512GB SSD/14"" Táctil",Asus,1703.0,"Engineer, Healthcare",0.2161259500792872
"ASUS ExpertBook B7 Flip B7402FEA-LA0136R Intel Core i7-1195G7/16GB/512GB SSD/14"" Táctil",Asus,1902.0,Engineer,0.24476143332824898
"ASUS ExpertBook P1512CEA-EJ0286X Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Asus,937.54,Healthcare,0.10597862843230083
"ASUS Expertbook B9400CBA-KC0029X Intel Core i7-1255U/16GB/1TB SSD/14""",Asus,1759.0,"Executive, Artist",0.2241841765212061
"ASUS F1500EA-BQ3064 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Asus,544.58,Entertainment,0.049432902314149964
"ASUS F1500EA-BQ3075 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Asus,729.78,"Artist, Healthcare",0.07608260833278173
"ASUS F1500EA-EJ3532 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Asus,460.63,"Homemaker, Entertainment",0.03735275749630904
"ASUS F415EA-EK1464 Intel Core i3-1115G4/8 GB/256GB SSD/14""",Asus,457.07,Lawyer,0.036840484529644196
"ASUS F515EA-BQ1154W Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Asus,613.91,Doctor,0.05940927444304704
"ASUS F515EA-BQ1859W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Asus,570.43,Engineer,0.05315263719850001
"ASUS F515EA-EJ2640W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Asus,424.96,"Marketing, Lawyer",0.0322199550466082
"ASUS Laptop F515EA i7-1165G7 8GB/512GB SSD/15.6"" (PT)",Asus,942.08,"Healthcare, Doctor",0.10663192036169925
ASUS M515DA AMD Ryzen 3 3250U/8GB/256GB SSD/15.6'' (PT),Asus,595.72,"Engineer, Marketing",0.056791789818430895
"ASUS P1511CEA-BR1794X Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Asus,609.15,"Marketing, Lawyer",0.058724325195483935
"ASUS P1511CEA-EJ1795X Intel Core i7-1165G7/8GB/512GB SSD/15.6""",Asus,840.24,"Executive, Entertainment",0.09197745998946676
"ASUS P1511CEA-EJ791R Intel Core i7-1165G7/8GB/512GB SSD/15.6""",Asus,853.63,"Executive, Lawyer",0.09390423949048984
"ASUS ROG Flow X13 GV301QC-K6120T AMD Ryzen 9 5980HS/32GB/1TB SSD/RTX 3050/13.4"" Táctil",Asus,3943.37,"Engineer, Healthcare",0.5385082496093199
"ASUS ROG Flow X13 GV301RC-LJ076W AMD Ryzen 7 6800HS/16GB/1TB SSD/RTX 3050/13.4"" Táctil",Asus,2086.72,Marketing,0.27134206883452144
"ASUS ROG Flow X13 GV301RE-LJ057W AMD Ryzen 9 6900HS/32GB/1TB SSD/RTX 3050Ti/13.4"" Táctil",Asus,3834.15,"Marketing, Doctor",0.5227918301095631
ASUS ROG Strix G15 G513IE AMD Ryzen 7 4800H/16GB/512GB SSD/RTX 3050/15.6'' (PT),Asus,1036.46,"Homemaker, Lawyer",0.12021290985434757
ASUS ROG Strix G15 G513IM AMD Ryzen 7 4800H/16GB/512GB SSD/RTX3060/15.6'' (PT),Asus,1411.19,Homemaker,0.17413539547185233
"ASUS ROG Strix G15 G513RC-HN180 AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/15.6""",Asus,909.99,"Doctor, Lawyer",0.10201426881667823
"ASUS ROG Strix G15 G513RW-HQ133 AMD Ryzen 9 6900HX/32GB/1TB SSD/RTX3070Ti/15.6""",Asus,2535.45,"Executive, Doctor",0.335912925107419
ASUS ROG Strix G17 G713RM AMD Ryzen 7 6800H/16GB/1TB SSD/RTX3060/17.3'' (PT),Asus,1455.4,"Lawyer, Homemaker",0.1804970774539458
"ASUS ROG Strix Scar 17  G733PY-R97B49PB1 AMD Ryzen™ 9 7945HX/32GB/2TB SSD/RTX 4090/17.3"" (PT)",Asus,5630.9,Homemaker,0.7813385865295233
"ASUS TUF Gaming A15 2013 TUF507NU-LP036 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4050/15.6""",Asus,1175.01,Executive,0.1401498254530594
ASUS TUF Gaming A15 FA506QM AMD Ryzen 7 5800H/8GB/512GB SSD/RTX 3060/15.6'' (PT),Asus,1122.26,"Artist, Marketing",0.13255926393857329
"ASUS TUF Gaming A15 FA507RF-R76B25CS1 AMD Ryzen 7 6800HS/16GB/512GB SSD/RTX 2050/15.6"" (PT)",Asus,1106.48,Doctor,0.13028857084476114
"ASUS TUF Gaming F15 TUF506HF-HN012 Intel Core i5-11400H/16GB/512GB SSD/RTX 2050/15.6""",Asus,809.9,Executive,0.08761162802075567
"ASUS TUF Gaming F15 TUF507ZU4-LP110 Intel Core i7-12700H/16GB/512GB SSD/RTX 4050/15.6""",Asus,1265.01,"Artist, Engineer",0.15310054652042904
ASUS TUF Gaming FX506HF-51B25PS1 Intel Core i5-11400H/8GB/512GB SSD/RTX 2050/15.6'' (PT),Asus,946.7,Entertainment,0.10729672404315757
"ASUS VivoBook 15 F1500EA-EJ3095W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Asus,389.0,Engineer,0.027045422495690287
"ASUS VivoBook 15 F1500EA-EJ3431W Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Asus,804.7,"Engineer, Executive",0.08686336413686323
"ASUS VivoBook F1500EA-BQ2363 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Asus,648.97,Artist,0.06445429978329127
"ASUS VivoBook F1605PA-MB127W Intel Core i5-11300H/16GB/512GB SSD/16""",Asus,698.44,"Lawyer, Engineer",0.07157287946332212
"ASUS VivoBook F515EA-BQ3013X Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Asus,666.37,Marketing,0.06695810585631606
"ASUS VivoBook F515EA-EJ3061 Intel Core i7-1165G7/8GB/512GB SSD/15.6""",Asus,568.19,Homemaker,0.05283030814082327
"ASUS VivoBook Go 14 Flip TP1400KA-BZ117WS Intel Celeron N4500/4GB/128GB eMMC/14"" Táctil",Asus,557.73,"Doctor, Artist",0.051325146558993416
"ASUS VivoBook Pro 15 OLED M6500QC-L1081W AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050/15.6""",Asus,1016.0,"Doctor, Executive",0.1172687792650322
"ASUS VivoBook Pro 16X OLED N7600ZE-L2015W Intel Core i7-12700H/16GB/512GB SSD/RTX 3050 Ti/16""",Asus,1745.11,Doctor,0.22218544856980868
"ASUS VivoBook S 15 OLED K3502ZA-MA115W Intel Core i5-12500H/16GB/512GB SSD/15.6""",Asus,1212.25,Artist,0.14550854603693547
"ASUS Vivobook Go E1504FA-BQ202W AMD Ryzen 3 7320U/8GB/256GB SSD/Radeon 610M/15.6""",Asus,563.23,Executive,0.052116579513110446
ASUS Vivobook K513EP-51BM3SB2 Intel Core i5-1135G7/8GB/512GB SSD/MX330/15.6'' (PT),Asus,867.0,"Homemaker, Executive",0.09582814105349799
"ASUS Vivobook M1503IA AMD Ryzen 7 4800H/16GB/512GB SSD/15.6"" (PT)",Asus,1035.84,Entertainment,0.12012369377588344
"ASUS ZenBook 14 OLED UM3402YA-KM464WS AMD Ryzen 5 7530U/16GB/512GB SSD/14""",Asus,955.0,"Executive, Entertainment",0.10849106831937054
"ASUS ZenBook 14 OLED UX3402VA-KM004W Intel Evo Core i5-1340P/16GB/512GB SSD/14""",Asus,1205.99,"Entertainment, Executive",0.14460775143824953
"ASUS ZenBook 14 OLED UX3402ZA-KM214 Intel Core i5-1240P/16GB/512GB SSD/14""",Asus,959.91,"Healthcare, Entertainment",0.1091976021020459
"ASUS ZenBook 14 UM3402YA-KP272W AMD Ryzen 5 5625U/16GB/512GB SSD/14""",Asus,868.74,"Homemaker, Doctor",0.09607852166080047
"ASUS ZenBook 14X OLED UM5401QA-L7207W AMD Ryzen 7 5800H/16GB/512GB SSD/14""",Asus,1078.65,Engineer,0.12628392009692896
"ASUS ZenBook Flip 13 OLED UX363EA-HP931W Intel Core i7-1165G7/16GB/512GB SSD/13.3"" Táctil",Asus,1238.18,Healthcare,0.14923979267334542
"Acer Aspire 3 A315-34 Intel Celeron N4000/8GB/128GB SSD/15.6""",Acer,486.0,Executive,0.0410034218682998
"Acer Aspire 3 A315-58-72WT Intel Core i7-1165G7/8GB/512GB SSD/15.6""",Acer,706.2,Artist,0.07268951941313088
"Acer Aspire 3 A317-53 Intel Core i3-1115G4/8GB/512GB SSD/17.3""",Acer,707.69,"Homemaker, Marketing",0.07290392579524622
"Acer Aspire 5 A515-45 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Acer,854.93,Homemaker,0.09409130546146295
"Acer Chromebook 515 CB515-1W Intel Core i5-1135G7/8GB/256GB SSD/15.6""",Acer,698.0,Healthcare,0.07150956482699275
"Acer Chromebook 713 CP713-2W Intel Core i3-10110U/8GB/128GB eMMC/13.5""",Acer,792.55,"Lawyer, Marketing",0.08511501679276831
"Acer Chromebook Spin 513 Qualcomm Snapdragon SC7180/8GB/64GB eMMC/13.3"" Táctil",Acer,602.66,"Executive, Marketing",0.057790434309625834
"Acer Chromebook Spin 514 CP514-2H-53KM Intel Core i5-1130G7/8GB/256GB SSD/14"" Táctil",Acer,999.0,Healthcare,0.11482253195230682
"Acer ConceptD 3 CN315-72-5762 Intel Core i5-10300H/8GB/512GB SSD/15.6""",Acer,1121.0,Marketing,0.13237795384363013
"Acer ConceptD 3 CN315-72G Intel Core i5-10300H/8GB/512GB SSD/GTX 1650/15.6""",Acer,1349.0,Artist,0.1651864472142999
"Acer ConceptD 3 Ezel CC314-73G-73NV Intel Core i7-11800H/16GB/512GB SSD/RTX 3050 Ti/14"" Táctil",Acer,2461.21,Executive,0.32523001919584654
"Acer ConceptD 3 Ezel Pro CC314-73P-7407 Intel Core i7-11800H/16GB/1TB SSD/T1200/14"" Táctil",Acer,2516.82,"Artist, Lawyer",0.3332321258464735
"Acer ConceptD 3 Pro CN314-73P-73M6 Intel Core i7-11800H/16GB/1TB SSD/T1200/14""",Acer,2119.0,Entertainment,0.2759870607906847
"Acer Enduro EN715-51W Intel Core i5-8250U/8GB/512GB SSD/15.6""",Acer,3442.0,Healthcare,0.46636266048101854
"Acer Extensa 15 EX215-22 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",Acer,371.0,"Lawyer, Engineer",0.024455278282216355
"Acer Extensa 15 EX215-22-R32C AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",Acer,491.13,Homemaker,0.04174161296913987
"Acer Extensa 15 EX215-22-R6F9 AMD Ryzen 5 3500U/8GB/256GB SSD/15.6""",Acer,473.0,Artist,0.039132762158568625
"Acer Extensa 15 EX215-22-R7D2 AMD Ryzen 3 3250U/8GB/256GB SSD/15.6""",Acer,479.0,Marketing,0.03999614356305994
"Acer Extensa 15 EX215-52-330L Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Acer,616.33,"Healthcare, Artist",0.059757504942858544
"Acer Extensa 15 EX215-52-519J Intel Core i5-1035G1/8GB/512GB SSD/15.6""",Acer,666.44,"Engineer, Executive",0.06696817863936846
"Acer Extensa 15 EX215-53G-56MT Intel Core i5-1035G1/8GB/256GB SSD/MX330/15.6""",Acer,689.08,Lawyer,0.07022600447231568
"Acer Extensa 15 EX215-54-34HR Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Acer,481.6,Lawyer,0.04037027550500617
"Acer Extensa 15 EX215-54-50UV Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Acer,541.55,"Entertainment, Healthcare",0.04899689470488184
"Acer TravelMate P2 Intel Core i5-1135G7/8GB/512GB SSD/14""",Acer,803.61,"Executive, Artist",0.0867065165150473
"Acer TravelMate P2 P214-53-593J Intel Core i5-1135G7/16GB/512GB SSD/14""",Acer,709.81,"Healthcare, Doctor",0.07320898722483314
"Acer TravelMate P2 P215-53-54GL Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Acer,789.84,"Executive, Doctor",0.08472505619173974
"Acer TravelMate P2 TMP214-52-77KP Intel Core i7-10510U/8GB/512GB SSD/14""",Acer,714.29,"Homemaker, Doctor",0.07385364534018667
"Acer TravelMate P2 TMP215-53 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",Acer,691.97,"Marketing, Artist",0.07064186651547899
"Acer TravelMate TMP215-52 Intel Core i3-10110U/8GB/256GB SSD/15.6""",Acer,547.19,Marketing,0.049808473225103685
"Asus ROG Strix SCAR 17 G733QS-K4016T AMD Ryzen 9 5900HX/32GB/1TB SSD/RTX 3080/17.3""",Asus,2052.74,"Executive, Artist",0.2664524521470856
Asus TUF Gaming A15 FA507RR AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3070/15.6'' (PT),Asus,1454.12,Healthcare,0.18031288942098764
"Asus VivoBook F515EA-BR283T Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Asus,499.0,Engineer,0.04287408157803097
"Asus VivoBook S413FA-EB560T Intel Core i5-10210U/8GB/256GB SSD/14""",Asus,686.45,Marketing,0.06984755562334699
"Asus Vivobook S 15 OLED M3502QA-MA103W AMD Ryzen 7 5800H/16GB/512GB SSD/15.6""",Asus,1422.0,"Lawyer, Entertainment",0.17569092096894418
"Asus ZenBook 14 Ultralight UX435EAL-KC096T Intel Evo Core i7-1165G7/16GB/512GB SSD+32GB Intel Optane/14""",Asus,1349.0,"Artist, Homemaker",0.1651864472142999
"ConceptD 7 Ezel Pro CC715-72P-77J7 Intel Core i7-11800H/32GB/1TB SSD/RTX A3000/15.6"" Táctil",Acer,2595.0,"Doctor, Entertainment",0.3444819855469953
"Deep Gaming Nubian 15 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/15.6""",Deep Gaming,1409.0,"Executive, Doctor",0.17382026125921302
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/1TB SSD/RTX 3050/15.6""",Deep Gaming,1334.0,Entertainment,0.16302799370307164
"Deep Gaming Nubian 15 Intel Core i7-13700H/32GB/2TB SSD/RTX 3050/15.6""",Deep Gaming,1525.0,"Entertainment, Homemaker",0.190512301746045
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/15.6""",Deep Gaming,1497.0,"Entertainment, Homemaker",0.18648318852508555
"Deep Gaming Nubian 15 Intel Core i7-13700H/64GB/2TB SSD/RTX 3050/15.6""",Deep Gaming,1615.0,Homemaker,0.20346302281341466
"Deep Gaming Nubian 17 Intel Core i7-13700H/32 GB/1TB SSD/RTX 3050/17.3""",Deep Gaming,1475.0,Engineer,0.1833174567086174
"Deep Gaming Nubian 17 Intel Core i7-13700H/64GB/1TB SSD/RTX 3050/17.3""",Deep Gaming,1639.01,"Executive, Entertainment",0.20691798740038736
"Dell Latitude 3320 Intel Core i7-1165G7/8GB/512GB SSD/13.3""",Dell,1259.59,Doctor,0.1523206253183719
"Dell Latitude 3330 Intel Core i5-1155G7/8GB/256GB SSD/13.3""",Dell,1044.74,"Lawyer, Executive",0.12140437619254557
"Dell Latitude 3410 Intel Core i7-10510U/8GB/256GB SSD/14""",Dell,1177.9,"Artist, Homemaker",0.14056568749622272
"Dell Latitude 3420 Intel Core i5-1135G7/16 GB/512GB SSD/14"" (PT)",Dell,1237.85,"Lawyer, Engineer",0.14919230669609837
"Dell Latitude 3420 Intel Core i5-1135G7/16GB/512GB SSD/14""",Dell,1091.0,"Healthcare, Executive",0.12806104682117356
Dell Latitude 3520 Intel Core i5-1135G7/8GB/256GB SSD/15.6'' (PT),Dell,915.78,"Lawyer, Artist",0.10284743187201234
"Dell Latitude 3520 Intel Core i7-1165G7/16GB/512GB SSD/15.6"" (PT)",Dell,1383.44,"Executive, Homemaker",0.17014225647608003
"Dell Latitude 5320 Intel Core i5-1135G7/8 GB/256GB SSD/13.3""",Dell,1231.71,Lawyer,0.14830877972550227
"Dell Latitude 5330 Intel Core i5-1235U/8GB/256GB SSD/13.3""",Dell,1007.0,Lawyer,0.11597370715829523
"Dell Latitude 5520 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",Dell,2450.71,"Entertainment, Homemaker",0.32371910173798674
"Dell Latitude 5530 Intel Core i5-1235U/8GB/256GB SSD/15.6""",Dell,1040.55,"Engineer, Doctor",0.12080144817840913
"Dell Latitude 5540 Intel Core i5-1335U/8GB/256GB SSD/15.6""",Dell,1307.01,Lawyer,0.1591442163518682
"Dell Latitude 7430 Intel Core i5-1235U/16GB/512GB SSD/14""",Dell,1463.4,"Engineer, Executive",0.18164825265993423
"Dell Latitude 7430 Intel Core i7-1255U/16GB/512GB SSD/14""",Dell,1637.09,Marketing,0.20664170535095014
"Dell Latitude 7520 Intel Core i7-1185G7/16GB/512GB SSD/15.6""",Dell,2033.25,Entertainment,0.26364790155149637
"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6""",Dell,1365.1,"Doctor, Artist",0.16750318731635158
"Dell Latitude 7530 Intel Core i5-1235U/16GB/512GB SSD/15.6"" (PT)",Dell,1675.2,"Engineer, Marketing",0.21212561623847748
"Dell Latitude 7530 Intel Core i7-1255U/16GB/512GB SSD/15.6""",Dell,1715.18,"Artist, Lawyer",0.21787861433040456
"Dell Precision 3560 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",Dell,1190.0,Entertainment,0.14230683999528018
"Dell Precision 3560 Intel Core i5-1135G7/8 GB/512GB SSD/Quadro T500/15.6""",Dell,1848.46,Lawyer,0.23705719326217153
"Dell Precision 5470 Intel Core i7-12800H/16GB/512GB SSD/RTX A1000/14""",Dell,3469.0,Lawyer,0.4702478768012294
"Dell Precision 5770 Intel Core i7-12700H/16GB/512GB SSD/RTX A2000/17"" Táctil",Dell,3936.0,"Doctor, Executive",0.5374477294508031
"Dell Vostro 3400 Intel Core i5-1135G7/8GB/512GB SSD/14""",Dell,926.63,Artist,0.10440871324513412
"Dell Vostro 3420 Intel Core i5-1135G7/8 GB/256GB SSD/14""",Dell,717.0,"Healthcare, Executive",0.07424360594121525
"Dell Vostro 3500 Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Dell,930.16,Executive,0.1049166693047765
"Dell Vostro 3501 Intel Core i3-1005G1/4 GB/256GB SSD/15.6""",Dell,600.68,"Marketing, Healthcare",0.0575055184461437
"Dell Vostro 3501 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Dell,688.88,"Healthcare, Marketing",0.07019722509216596
"Dell Vostro 3510 Intel Core i5-1035G1/8GB/256GB SSD/15.6""",Dell,1289.17,"Doctor, Healthcare",0.15657709564251407
"Dell Vostro 5320 Intel Evo Core i5-1240P/8GB/256GB SSD/13.3""",Dell,919.0,"Artist, Entertainment",0.10331077989242268
"Dell Vostro 5510 Intel Core i5-11300H/8GB/256GB SSD/15.6""",Dell,1091.08,"Entertainment, Healthcare",0.12807255857323344
"Dell Vostro 5515 AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",Dell,1895.48,"Marketing, Lawyer",0.24382322553536842
"Dell Vostro 5620 Intel Core i5-1240P/8GB/256GB SSD/16""",Dell,887.87,Artist,0.09883126937212025
Dell XPS 15 9520 Intel Core i7-12700H/16GB RAM/1TB SSD/RTX 3050 Ti/15.6'' (PT),Dell,3012.09,Artist,0.4044999438802087
"Dell XPS 15 9520 Intel Core i7-12700H/32GB/1TB SSD/RTX3050 Ti/15.6"" Táctil",Dell,2818.09,Artist,0.37658394513498966
"Dynabook Portégé X30-F-15T Intel Core i5-8265U/8GB/256GB SSD/13.3""",Dynabook Toshiba,1369.87,"Executive, Doctor",0.16818957553292216
"Dynabook Toshiba Portégé X30W-J-10P Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",Dynabook Toshiba,1323.11,"Marketing, Homemaker",0.1614609564539199
"Dynabook Toshiba Portégé X30W-J-148 Intel Core i5-1135G7/16GB/512GB SSD/13.3"" Táctil",Dynabook Toshiba,1779.99,Marketing,0.2272045724679182
"Dynabook Toshiba Portégé X30W-K-114 Intel Core i5-1240P/16GB/512GB SSD/13.3"" Táctil",Dynabook Toshiba,1581.0,"Executive, Entertainment",0.1985705281879639
"Dynabook Toshiba Satellite Pro A50-F-107 Intel Core i3-8145U/8GB/256GB SSD/15.6""",Dynabook Toshiba,734.64,Doctor,0.07678194727041968
"Dynabook Toshiba Satellite Pro C50-H-10C Intel Core i3-1005G1/8GB/512GB SSD/15.6""",Dynabook Toshiba,397.29,"Marketing, Lawyer",0.02823832780289578
"Dynabook Toshiba Tecra A50-J-13Y Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Dynabook Toshiba,1093.01,Executive,0.12835027959167816
"Gigabyte AERO 15 OLED YD-73ES624SP Intel Core i7-11800H/16GB/1TB SSD/RTX 3080/15.6""",Gigabyte,2835.19,Entertainment,0.3790445821377899
"Gigabyte AERO 16 XE5-73PT938HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/16"" (PT)",Gigabyte,2317.0,Homemaker,0.3044786471388979
"Gigabyte AERO 17 XE5-73PT738HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/17.3"" (PT)",Gigabyte,2228.59,"Healthcare, Doctor",0.2917567221437185
"Gigabyte AORUS 15 XE4-73ESB14SH Intel Core i7-12700H/16GB/1TB SSD/RTX 3070Ti/15.6""",Gigabyte,2299.0,"Executive, Marketing",0.30188850292542396
"Gigabyte AORUS 15X ASF-83ES654SH Intel Core i7-13700HX/16GB/1TB SSD/RTX 4070/15.6""",Gigabyte,2511.0,"Executive, Artist",0.33239464588411693
"Gigabyte AORUS 17G KD-72ES325SD Intel Core i7-11800H/16GB/512GB SSD/RTX 3060/17.3""",Gigabyte,1552.82,"Healthcare, Homemaker",0.1945155135248697
"Gigabyte AORUS 17H BXF-74ES554SH Intel Core i7-13700H/16GB/1TB SSD/RTX 4080/17.3""",Gigabyte,2532.38,"Executive, Entertainment",0.335471161622121
"Gigabyte AORUS 5 SE4-73PT213SH Intel Core i7-12700H/16GB/512GB SSD/RTX 3070Ti/15.6"" (PT)",Gigabyte,1878.04,Marketing,0.24131366358631368
"Gigabyte G7 GD-51PT123SD Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/17.3"" (PT)",Gigabyte,1376.02,Lawyer,0.16907454147252576
"Gigabyte U4 UD-50ES823SO Intel Core i5-1155G7/16GB/512GB SSD/14""",Gigabyte,899.0,"Lawyer, Executive",0.10043284187745165
"HP 15-DW3009NS Intel Core i5-1135G7/8GB/256GB SSD/MX350/15.6""",HP,684.93,Lawyer,0.06962883233420918
"HP 15S-EQ1133NS AMD 3020e/4GB/256GB SSD/15.6""",HP,355.01,"Engineer, Homemaker",0.022154366839247014
"HP 15S-EQ1142NS AMD 3020e/4GB/128GB SSD/15.6""",HP,367.34,Executive,0.023928615625476653
"HP 15S-EQ1157NS AMD Athlon Silver 3050U/8GB/256GB SSD/15.6""",HP,459.99,Artist,0.037260663479829974
"HP 15S-EQ1161NS AMD Athlon Silver 3050U/8GB/256GB SSD/15.6""",HP,377.0,Marketing,0.025318659686707667
"HP 15S-EQ2094NS AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",HP,478.45,Marketing,0.03991700026764823
"HP 15S-EQ2098NS AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",HP,581.01,Lawyer,0.054675066408419695
"HP 15S-EQ2099NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",HP,593.11,"Doctor, Lawyer",0.056416218907477174
"HP 15S-EQ2100NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",HP,586.66,"Executive, Marketing",0.055488083897649004
"HP 15S-EQ2102NS AMD Ryzen 5 5500U/8GB/256GB SSD/15.6""",HP,594.22,Marketing,0.05657594446730806
"HP 15S-EQ2103NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",HP,709.65,"Homemaker, Engineer",0.07318596372071338
"HP 15S-EQ2104NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",HP,554.0,"Doctor, Marketing",0.050788411119201314
"HP 15S-EQ2105NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",HP,716.14,Healthcare,0.07411985460657147
"HP 15S-EQ2106NS AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",HP,673.37,"Marketing, Executive",0.06796538416155593
"HP 15S-EQ2113NS AMD Ryzen 7 5700U/8GB/256GB SSD/15.6""",HP,600.57,Lawyer,0.05748968978706137
"HP 15S-EQ2114NS AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",HP,614.0,Executive,0.05942222516411441
"HP 15S-EQ2125NS AMD Ryzen 7 5700U/8GB/512GB SSD/15.6""",HP,601.33,"Healthcare, Doctor",0.05759905143163027
"HP 15S-EQ2130NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",HP,652.92,"Engineer, Homemaker",0.06502269254124804
"HP 15S-EQ2134NS AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",HP,538.98,"Engineer, Healthcare",0.04862707966995807
"HP 15S-FQ0023NS Intel Celeron N4120/8GB/256GB SSD/15.6""",HP,335.28,Engineer,0.019315280987478086
"HP 15S-FQ2029NS Intel Core i5-1135G7/8GB/512GB SSD/15.6""",HP,885.9,Engineer,0.0985477924776456
"HP 15S-FQ2134NS Intel Core i3-1115G4/8GB/512GB SSD/15.6""",HP,451.46,Homemaker,0.03603322291644482
"HP 15S-FQ2150NS Intel Core i3-1115G4/8GB/256GB SSD/15.6""",HP,378.94,Entertainment,0.025597819674159857
"HP 15S-FQ2162NS Intel Core i3-1115G4/8GB/512GB SSD/15.6""",HP,646.39,Doctor,0.06408304577936
"HP 15S-FQ3003NS Intel Celeron N4500/8GB/512GB SSD/15.6""",HP,517.01,Healthcare,0.045465664760512385
"HP 15S-FQ3014NS Intel Celeron N4500/8GB/256GB SSD/15.6""",HP,354.0,"Doctor, Executive",0.022009030969490976
"HP 15S-FQ3018NS Intel Celeron N4500/8GB/256GB SSD/15.6""",HP,403.83,Entertainment,0.029179413533791304
"HP 15S-FQ4038NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",HP,623.66,"Healthcare, Marketing",0.06081226922534542
"HP 15S-FQ4048NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",HP,521.75,Marketing,0.04614773607006052
"HP 15S-FQ4051NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",HP,571.39,"Healthcare, Lawyer",0.05329077822321862
"HP 15S-FQ4053NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",HP,542.99,Lawyer,0.04920410624195976
"HP 15S-FQ4057NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",HP,494.81,Artist,0.04227115356389454
"HP 15S-FQ4058NS Intel Core i5-1155G7/8GB/256GB SSD/15.6""",HP,507.14,"Engineer, Healthcare",0.04404540235012418
"HP 15S-FQ4060NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",HP,550.78,Healthcare,0.05032506309879097
"HP 15S-FQ4065NS Intel Core i7-1195G7/8GB/512GB SSD/15.6""",HP,734.64,Entertainment,0.07678194727041968
"HP 15S-FQ5016NS Intel Core i5-1235U/8GB/512GB SSD/15.6""",HP,759.0,"Marketing, Healthcare",0.08028727577265442
"HP 15S-FQ5042NS Intel Core i7-1255U/8GB/512GB SSD/15.6""",HP,901.0,Executive,0.10072063567894875
